file_name,name,product_id,product_url,image_url,full_price,discount_price
./jimmy_choo/womens-sale.html,"Cece Mid II 60
    
    RATTAN MIX",CECEMIDII60CEW102142,/en/women/shoes/cece-mid-ii-60/rattan-suede-boots-CECEMIDII60CEW102142.html,"https://media.jimmychoo.com/image/upload/c_fit,dpr_2.0,f_auto,h_300,q_auto:best,w_300/USPROD_PRODUCT/images/original/CECEMIDII60CEW_102142_SIDE_vg388.jpg","$2,050
        
    
    
    Regular Price",
./jimmy_choo/womens-sale.html,"Avenue 50
    
    LATTE",AVENUE50NAP080258,/en/women/shoes/avenue-50/latte-nappa-leather-mules--AVENUE50NAP080258.html,"https://media.jimmychoo.com/image/upload/c_fit,dpr_2.0,f_auto,h_300,q_auto:best,w_300/USPROD_PRODUCT/images/original/AVENUE50NAP_080258_SIDE_vg333.jpg","$795
        
    
    
    Regular Price",
./jimmy_choo/womens-sale.html,"Aurelie 65
    
    LATTE/WHITE",AURELIE65XKM081087,/en/women/shoes/aurelie-65/latte-patent-leather-pointed-pumps-with-pearl-embellishment--AURELIE65XKM081087.html,"https://media.jimmychoo.com/image/upload/c_fit,dpr_2.0,f_auto,h_300,q_auto:best,w_300/USPROD_PRODUCT/images/original/AURELIE65XKM_081087_SIDE_vg333.jpg","$995
        
    
    
    Regular Price",
./jimmy_choo/womens-sale.html,"Diamond Top Handle
    BAMBOO/GOLD",DIAMONDTOPHANDLEHRB121890,/en/women/handbags/diamond-top-handle/bamboo-lizard-print-top-handle-bag-DIAMONDTOPHANDLEHRB121890.html,"https://media.jimmychoo.com/image/upload/c_fit,dpr_2.0,f_auto,h_300,q_auto:best,w_300/USPROD_PRODUCT/images/original/DIAMONDTOPHANDLEHRB_121890_FRONT_vg388.jpg","$2,395
    Regular Price",
./jimmy_choo/womens-sale.html,"Ayla 110
    ROCCIA",AYLA110CUU120017,/en/women/shoes/ayla-110/roccia-snake-print--wedge-AYLA110CUU120017.html,"https://media.jimmychoo.com/image/upload/c_fit,dpr_2.0,f_auto,h_300,q_auto:best,w_300/USPROD_PRODUCT/images/original/AYLA110CUU_120017_SIDE_vg402.jpg","$895
    Regular Price",
./jimmy_choo/womens-sale.html,"Cinch M
    LATTE/GOLD",BONBONBCKTEWHUT000702,/en/women/handbags/cinch-m/latte-leather-bag-BONBONBCKTEWHUT000702.html,"https://media.jimmychoo.com/image/upload/c_fit,dpr_2.0,f_auto,h_300,q_auto:best,w_300/USPROD_PRODUCT/images/original/BONBONBCKTEWHUT_000702_FRONT_vg404.jpg","$1,895
    Regular Price",
./jimmy_choo/womens-sale.html,"Palma Maxi/F
    X SUNBLEACHED YELLOW/LATTE",PALMAMAXIFCYE072605,/en/women/shoes/palma-maxi-f/yellow-canvas-platform-trainers-PALMAMAXIFCYE072605.html,"https://media.jimmychoo.com/image/upload/c_fit,dpr_2.0,f_auto,h_300,q_auto:best,w_300/USPROD_PRODUCT/images/original/PALMAMAXIFCYE_072605_SIDE_vg394.jpg","$595
    Regular Price",
./jimmy_choo/womens-sale.html,"Amel 50
    ROCCIA",AMEL50PKB120017,/en/women/shoes/amel-50/roccia-snake-print-pumps-AMEL50PKB120017.html,"https://media.jimmychoo.com/image/upload/c_fit,dpr_2.0,f_auto,h_300,q_auto:best,w_300/USPROD_PRODUCT/images/original/AMEL50PKB_120017_SIDE_vg388.jpg","$995
    Regular Price",
./jimmy_choo/womens-sale.html,"Diamond Shoulder East-West S
    BAMBOO/GOLD",DIAMONDSHLDREWSMHRB121890,/en/women/accessories/diamond-shoulder-east-west-s/bamboo-lizard-print-mini-shoulder-bag-DIAMONDSHLDREWSMHRB121890.html,"https://media.jimmychoo.com/image/upload/c_fit,dpr_2.0,f_auto,h_300,q_auto:best,w_300/USPROD_PRODUCT/images/original/DIAMONDSHLDREWSMHRB_121890_FRONT_vg418.jpg","$1,295
    Regular Price",
./jimmy_choo/womens-sale.html,"Skye 70
    SUNBLEACHED YELLOW",SKYE70SAT072593,/en/women/shoes/skye-70/yellow-satin-sandals-SKYE70SAT072593.html,"https://media.jimmychoo.com/image/upload/c_fit,dpr_2.0,f_auto,h_300,q_auto:best,w_300/USPROD_PRODUCT/images/original/SKYE70SAT_072593_SIDE_vg388.jpg","$775
    Regular Price",
./jimmy_choo/womens-sale.html,"Diamond Top Handle
    BAMBOO/GOLD",DIAMONDTOPHANDLEHRB121890,/en/women/handbags/diamond-top-handle/bamboo-lizard-print-top-handle-bag-DIAMONDTOPHANDLEHRB121890.html,"https://media.jimmychoo.com/image/upload/c_fit,dpr_2.0,f_auto,h_300,q_auto:best,w_300/USPROD_PRODUCT/images/original/DIAMONDTOPHANDLEHRB_121890_FRONT_vg388.jpg","$2,395
    Regular Price",
./jimmy_choo/womens-sale.html,"Ayla 110
    ROCCIA",AYLA110CUU120017,/en/women/shoes/ayla-110/roccia-snake-print--wedge-AYLA110CUU120017.html,"https://media.jimmychoo.com/image/upload/c_fit,dpr_2.0,f_auto,h_300,q_auto:best,w_300/USPROD_PRODUCT/images/original/AYLA110CUU_120017_SIDE_vg402.jpg","$895
    Regular Price",
./jimmy_choo/womens-sale.html,"Cinch M
    LATTE/GOLD",BONBONBCKTEWHUT000702,/en/women/handbags/cinch-m/latte-leather-bag-BONBONBCKTEWHUT000702.html,"https://media.jimmychoo.com/image/upload/c_fit,dpr_2.0,f_auto,h_300,q_auto:best,w_300/USPROD_PRODUCT/images/original/BONBONBCKTEWHUT_000702_FRONT_vg404.jpg","$1,895
    Regular Price",
./jimmy_choo/womens-sale.html,"Palma Maxi/F
    X SUNBLEACHED YELLOW/LATTE",PALMAMAXIFCYE072605,/en/women/shoes/palma-maxi-f/yellow-canvas-platform-trainers-PALMAMAXIFCYE072605.html,"https://media.jimmychoo.com/image/upload/c_fit,dpr_2.0,f_auto,h_300,q_auto:best,w_300/USPROD_PRODUCT/images/original/PALMAMAXIFCYE_072605_SIDE_vg394.jpg","$595
    Regular Price",
./jimmy_choo/womens-sale.html,"Amel 50
    ROCCIA",AMEL50PKB120017,/en/women/shoes/amel-50/roccia-snake-print-pumps-AMEL50PKB120017.html,"https://media.jimmychoo.com/image/upload/c_fit,dpr_2.0,f_auto,h_300,q_auto:best,w_300/USPROD_PRODUCT/images/original/AMEL50PKB_120017_SIDE_vg388.jpg","$995
    Regular Price",
./jimmy_choo/womens-sale.html,"Diamond Shoulder East-West S
    BAMBOO/GOLD",DIAMONDSHLDREWSMHRB121890,/en/women/accessories/diamond-shoulder-east-west-s/bamboo-lizard-print-mini-shoulder-bag-DIAMONDSHLDREWSMHRB121890.html,"https://media.jimmychoo.com/image/upload/c_fit,dpr_2.0,f_auto,h_300,q_auto:best,w_300/USPROD_PRODUCT/images/original/DIAMONDSHLDREWSMHRB_121890_FRONT_vg418.jpg","$1,295
    Regular Price",
./jimmy_choo/womens-sale.html,"Skye 70
    SUNBLEACHED YELLOW",SKYE70SAT072593,/en/women/shoes/skye-70/yellow-satin-sandals-SKYE70SAT072593.html,"https://media.jimmychoo.com/image/upload/c_fit,dpr_2.0,f_auto,h_300,q_auto:best,w_300/USPROD_PRODUCT/images/original/SKYE70SAT_072593_SIDE_vg388.jpg","$775
    Regular Price",
./jimmy_choo/womens-sale.html,"Diamond Top Handle
    BAMBOO/GOLD",DIAMONDTOPHANDLEHRB121890,/en/women/handbags/diamond-top-handle/bamboo-lizard-print-top-handle-bag-DIAMONDTOPHANDLEHRB121890.html,"https://media.jimmychoo.com/image/upload/c_fit,dpr_2.0,f_auto,h_300,q_auto:best,w_300/USPROD_PRODUCT/images/original/DIAMONDTOPHANDLEHRB_121890_FRONT_vg388.jpg","$2,395
    Regular Price",
./jimmy_choo/womens-sale.html,"Ayla 110
    ROCCIA",AYLA110CUU120017,/en/women/shoes/ayla-110/roccia-snake-print--wedge-AYLA110CUU120017.html,"https://media.jimmychoo.com/image/upload/c_fit,dpr_2.0,f_auto,h_300,q_auto:best,w_300/USPROD_PRODUCT/images/original/AYLA110CUU_120017_SIDE_vg402.jpg","$895
    Regular Price",
./jimmy_choo/womens-sale.html,"Cinch M
    LATTE/GOLD",BONBONBCKTEWHUT000702,/en/women/handbags/cinch-m/latte-leather-bag-BONBONBCKTEWHUT000702.html,"https://media.jimmychoo.com/image/upload/c_fit,dpr_2.0,f_auto,h_300,q_auto:best,w_300/USPROD_PRODUCT/images/original/BONBONBCKTEWHUT_000702_FRONT_vg404.jpg","$1,895
    Regular Price",
./jimmy_choo/womens-sale.html,"Palma Maxi/F
    X SUNBLEACHED YELLOW/LATTE",PALMAMAXIFCYE072605,/en/women/shoes/palma-maxi-f/yellow-canvas-platform-trainers-PALMAMAXIFCYE072605.html,"https://media.jimmychoo.com/image/upload/c_fit,dpr_2.0,f_auto,h_300,q_auto:best,w_300/USPROD_PRODUCT/images/original/PALMAMAXIFCYE_072605_SIDE_vg394.jpg","$595
    Regular Price",
./jimmy_choo/womens-sale.html,"Romy 85
    SILVER",ROMY85QUIAA0009,/en/sale/women-sale/romy-85/silver-liquid-metal-leather-pumps-ROMY85QUIAA0009.html?cgid=sale-women,,"Regular Price

    $825",
./jimmy_choo/womens-sale.html,"Romy 85
    PAPRIKA",ROMY85NAP061780,/en/sale/women-sale/romy-85/paprika-nappa-leather-pumps-ROMY85NAP061780.html?cgid=sale-women,,"Regular Price

    $775",
./jimmy_choo/womens-sale.html,"Diamond Light Maxi/F
    V POWDER PINK",DIAMONDLIGHTMAXIFMYU112628,/en/sale/women-sale/diamond-light-maxi-f/powder-pink-knit-low-top-trainers-with-platform-sole-DIAMONDLIGHTMAXIFMYU112628.html?cgid=sale-women,,"Regular Price

    $650",
./jimmy_choo/womens-sale.html,"Rome/F
    V WHITE/CHAMPAGNE",ROMEFAZA0C9213,/en/sale/women-sale/rome-f/white-calf-leather-and-champagne-metallic-nappa-low-top-trainers-ROMEFAZA0C9213.html?cgid=sale-women,,"Regular Price

    $650",
./jimmy_choo/womens-sale.html,"Saeda 85
    BLACK/CRYSTAL",SAEDA85ZOD000757,/en/sale/women-sale/saeda-85/black-velvet-pumps-with-crystal-embellishment-SAEDA85ZOD000757.html?cgid=sale-women,,"Regular Price

    $1,125",
./jimmy_choo/womens-sale.html,"Avenue 85
    LATTE",AVENUE85NAP080258,/en/sale/women-sale/avenue-85/latte-nappa-leather-mules-AVENUE85NAP080258.html?cgid=sale-women,,"Regular Price

    $750",
./jimmy_choo/womens-sale.html,"Avenue Flat
    BISCUIT",AVENUEFLATNAP120263,/en/sale/women-sale/avenue-flat/biscuit-nappa-leather-flat-sandals-AVENUEFLATNAP120263.html?cgid=sale-women,,"Regular Price

    $650",
./jimmy_choo/womens-sale.html,"Cass 95
    BLACK/BLACK",CASS95NPA000074,/en/sale/women-sale/cass-95/black-nappa-and-patent-leather-pumps-CASS95NPA000074.html?cgid=sale-women,,"Regular Price

    $825",
./jimmy_choo/womens-sale.html,"Diamond Flip Flop
    X BLACK",DIAMONDFLIPFLOPRUB013684,/en/sale/women-sale/diamond-flip-flop/black-rubber-flip-flops-DIAMONDFLIPFLOPRUB013684.html?cgid=sale-women,,"Regular Price

    $375",
./jimmy_choo/womens-sale.html,"Gal Wedge 130
    NATURAL/ECRU",GALWEDGE130TMQ121795,/en/sale/women-sale/gal-wedge-130/natural-jimmy-choo-embroidered-raffia-wedge-sandals-GALWEDGE130TMQ121795.html?cgid=sale-women,,"Regular Price

    $750",
./jimmy_choo/womens-sale.html,,,,,,
./jimmy_choo/womens-sale.html,"JC Envelope Pouch
    GOLD",JCENVELOPEPOUCHMNAOO0022,/en/sale/women-sale/jc-envelope-pouch/gold-metallic-nappa-pouch-with-jc-emblem-JCENVELOPEPOUCHMNAOO0022.html?cgid=sale-women,,"Regular Price

    $625",
./jimmy_choo/womens-sale.html,"Diamond Flip Flop
    X WHITE",DIAMONDFLIPFLOPRUB081071,/en/sale/women-sale/diamond-flip-flop/white-rubber-flip-flops-DIAMONDFLIPFLOPRUB081071.html?cgid=sale-women,,"Regular Price

    $375",
./jimmy_choo/womens-sale.html,"Kyda 35
    FUCHSIA/PAPRIKA",KYDA35PHN061804,/en/sale/women-sale/kyda-35/fuchsia-and-pink-nappa-leather-sandals--KYDA35PHN061804.html?cgid=sale-women,,"Regular Price

    $725",
./jimmy_choo/womens-sale.html,"Rosie 120
    IVORY",ROSIE120SAT080002,/en/sale/women-sale/rosie-120/ivory-satin-platform-sandals-ROSIE120SAT080002.html?cgid=sale-women,,"Regular Price

    $1,050",
./jimmy_choo/womens-sale.html,"Rome/f
    V DENIM/NAVY/WHITE",ROMEFJDM0C9795,/en/sale/women-sale/rome-f/white-leather-and-denim-jc-monogram-pattern-low-top-trainers-ROMEFJDM0C9795.html?cgid=sale-women,,"Regular Price

    $650",
./jimmy_choo/womens-sale.html,"Azia Pump 75
    BLACK",AZIAPUMP75PAT010003,/en/sale/women-sale/azia-pump-75/black-patent-leather-pumps-AZIAPUMP75PAT010003.html?cgid=sale-women,,"Regular Price

    $850",
./jimmy_choo/womens-sale.html,"Diamond Maxi/F II
    V WHITE/DARK GREEN MIX",DIAMONDMAXIFIIBFA1C0090,/en/sale/women-sale/diamond-maxi-f-ii/white-and-green-leather-trainers-with-platform-sole-DIAMONDMAXIFIIBFA1C0090.html?cgid=sale-women,,"Regular Price

    $725",
./jimmy_choo/womens-sale.html,"Anise Wedge 85
    BLACK",ANISEWEDGE85PAT010003,/en/sale/women-sale/anise-wedge-85/black-patent-leather-wedge-mules-ANISEWEDGE85PAT010003.html?cgid=sale-women,,"Regular Price

    $850",
./jimmy_choo/womens-sale.html,"Bing Pump 65
    BLACK",BINGPUMP65LAC010003,/en/sale/women-sale/bing-pump-65/black-lace-pumps-with-crystals-BINGPUMP65LAC010003.html?cgid=sale-women,,"Regular Price

    $1,125",
./jimmy_choo/womens-sale.html,"Avenue Flat
    BLACK",AVENUEFLATNAP010003,/en/sale/women-sale/avenue-flat/black-nappa-leather-flat-sandals-AVENUEFLATNAP010003.html?cgid=sale-women,,"Regular Price

    $650",
./jimmy_choo/womens-sale.html,"Brie Flat
    NATURAL/ECRU",BRIEFLATTMQ121795,/en/sale/women-sale/brie-flat/natural-jimmy-choo-embroidered-raffia-espadrilles-BRIEFLATTMQ121795.html?cgid=sale-women,,"Regular Price

    $595",
./jimmy_choo/womens-sale.html,"Agathe Knee Boot 85
    BISCUIT",AGATHEKB85LTC120263,/en/sale/women-sale/agathe-knee-boot-85/biscuit-calf-leather-knee-high-boots-AGATHEKB85LTC120263.html?cgid=sale-women,,"Regular Price

    $1,595",
./jimmy_choo/womens-sale.html,"Cass 95
    BALLET PINK/BALLET PINK",CASS95SPT005977,/en/sale/women-sale/cass-95/ballet-pink-suede-and-patent-pumps-CASS95SPT005977.html?cgid=sale-women,,"Regular Price

    $825",
./jimmy_choo/womens-sale.html,"Hedera Sling Back 70
    BLACK",HEDERASB70NAP010003,/en/sale/women-sale/hedera-sling-back-70/black-nappa-leather-sling-back-pumps-HEDERASB70NAP010003.html?cgid=sale-women,,"Regular Price

    $925",
./jimmy_choo/womens-sale.html,"Romy 60
    DENIM",ROMY60SUE040037,/en/sale/women-sale/romy-60/denim-suede-pumps-ROMY60SUE040037.html?cgid=sale-women,,"Regular Price

    $775",
./jimmy_choo/womens-sale.html,"Cass 95
    LATTE/LATTE",CASS95NPA080933,/en/sale/women-sale/cass-95/latte-nappa-and-patent-leather-pumps-CASS95NPA080933.html?cgid=sale-women,,"Regular Price

    $825",
./jimmy_choo/womens-sale.html,"Avenue Camera M
    BLACK/LIGHT GOLD",VARENNECAMERAMNBA001463,/en/sale/women-sale/avenue-camera-m/black-quilted-nappa-leather-camera-bag-VARENNECAMERAMNBA001463.html?cgid=sale-women,,"Regular Price

    $1,095",
./jimmy_choo/womens-sale.html,"Jess 65
    LATTE",JESS65NAP080258,/en/sale/women-sale/jess-65/latte-nappa-leather-sandals-JESS65NAP080258.html?cgid=sale-women,,"Regular Price

    $850",
./jimmy_choo/womens-sale.html,"Maryanne 100
    BISCUIT",MARYANNE100CLF120263,/en/sale/women-sale/maryanne-100/biscuit-calf-leather-pointed-toe-pumps-MARYANNE100CLF120263.html?cgid=sale-women,,"Regular Price

    $895",
./jimmy_choo/womens-sale.html,"Cass 95
    TAN",CASS95CQX025603,/en/sale/women-sale/cass-95/tan-croc-embossed-leather-pumps-CASS95CQX025603.html?cgid=sale-women,,"Regular Price

    $850",
./jimmy_choo/womens-sale.html,"Saeda 85
    BLACK/CRYSTAL",SAEDA85BOB000757,/en/sale/women-sale/saeda-85/black-patent-leather-pumps-with-crystal-embellishment--SAEDA85BOB000757.html?cgid=sale-women,,"Regular Price

    $1,125",
./jimmy_choo/womens-sale.html,"Ellison 85
    CUOIO",ELLISON85NAP020005,/en/sale/women-sale/ellison-85/cuoio-nappa-leather-sandals-ELLISON85NAP020005.html?cgid=sale-women,,"Regular Price

    $850",
./jimmy_choo/womens-sale.html,"Kyda 35
    SKY/NAVY",KYDA35PHN0C7459,/en/sale/women-sale/kyda-35/sky-and-navy-nappa-leather-sandals--KYDA35PHN0C7459.html?cgid=sale-women,,"Regular Price

    $725",
./jimmy_choo/womens-sale.html,"Diamond Light Maxi/F
    V SILVER",DIAMONDLIGHTMAXIFMYWAA0905,/en/sale/women-sale/diamond-light-maxi-f/metallic-nappa-low-top-trainers-with-platform-sole-DIAMONDLIGHTMAXIFMYWAA0905.html?cgid=sale-women,,"Regular Price

    $695",
./jimmy_choo/womens-sale.html,"Avenue Flat
    GOLD",AVENUEFLATMNAOO0022,/en/sale/women-sale/avenue-flat/gold-metallic-nappa-leather-flat-sandals-AVENUEFLATMNAOO0022.html?cgid=sale-women,,"Regular Price

    $675",
./jimmy_choo/womens-sale.html,"Romy 60
    CHAMPAGNE",ROMY60HHK120011,/en/sale/women-sale/romy-60/champagne-metallic-snake-printed-leather-pumps-ROMY60HHK120011.html?cgid=sale-women,,"Regular Price

    $825",
./jimmy_choo/womens-sale.html,"Avenue Pouch
    SKY/SKY MIX",AVENUEPOUCHJXF043626,/en/sale/women-sale/avenue-pouch/sky-embroidered-fabric-and-leather-pouch-AVENUEPOUCHJXF043626.html?cgid=sale-women,,"Regular Price

    $750",
./jimmy_choo/womens-sale.html,"Anise Wedge 85
    GOLD",ANISEWEDGE85QUIOO0022,/en/sale/women-sale/anise-wedge-85/gold-liquid-leather-metal-wedge-mules-ANISEWEDGE85QUIOO0022.html?cgid=sale-women,,"Regular Price

    $895",
./jimmy_choo/womens-sale.html,"Ellison Mule 45
    LATTE",ELLISONMULE45NAP080258,/en/sale/women-sale/ellison-mule-45/latte-nappa-leather-mules-ELLISONMULE45NAP080258.html?cgid=sale-women,,"Regular Price

    $795",
./jimmy_choo/womens-sale.html,"Cass 75
    BALLET PINK/BALLET PINK",CASS75SPT005977,/en/sale/women-sale/cass-75/ballet-pink-suede-and-patent-pumps-CASS75SPT005977.html?cgid=sale-women,,"Regular Price

    $825",
./jimmy_choo/womens-sale.html,Max 150 BLACK,MAX150SUE010003,/en/sale/women-sale/max-150/black-suede-open-toe-platform-sandals--MAX150SUE010003.html?cgid=sale-women,,"Regular Price
 $950",
./jimmy_choo/womens-sale.html,Didi 45 ICE BLUE,DIDI45PAT040209,/en/sale/women-sale/didi-45/ice-blue-patent-leather-pointed-pumps-DIDI45PAT040209.html?cgid=sale-women,,"Regular Price
 $975",
./jimmy_choo/womens-sale.html,JC Envelope Pouch BLACK/LIGHT GOLD,JCENVELOPEPOUCHQHU001463,/en/sale/women-sale/jc-envelope-pouch/black-leather-pouch-with-crystal-bar-and-gold-jc-emblem-JCENVELOPEPOUCHQHU001463.html?cgid=sale-women,,"Regular Price
 $750",
./jimmy_choo/womens-sale.html,Kyda 35 LATTE/BLACK,KYDA35PHN0C1088,/en/sale/women-sale/kyda-35/black-and-latte-nappa-leather-sandals--KYDA35PHN0C1088.html?cgid=sale-women,,"Regular Price
 $725",
./jimmy_choo/womens-sale.html,Loren Ankle Boot 85 BLACK,LORENAB85LTC010003,/en/sale/women-sale/loren-ankle-boot-85/black-calf-leather-ankle-boots-LORENAB85LTC010003.html?cgid=sale-women,,"Regular Price
 $1,095",
./jimmy_choo/womens-sale.html,Diamond Soft Hobo/S BISCUIT/GOLD,DIAMONDSOFTHOBOSAQK121830,/en/sale/women-sale/diamond-soft-hobo-s/biscuit-calf-leather-hobo-bag-with-chain-strap-DIAMONDSOFTHOBOSAQK121830.html?cgid=sale-women,,"Regular Price
 $1,695",
./jimmy_choo/womens-sale.html,Cass 95 SILVER/GOLD,CASS95QXA004650,/en/sale/women-sale/cass-95/silver-and-gold-liquid-metal-leather-pumps-CASS95QXA004650.html?cgid=sale-women,,"Regular Price
 $950",
./jimmy_choo/womens-sale.html,Avenue Wallet With Chain GOLD/LIGHT GOLD,VARENNEWALLETCHAINRBA008937,/en/sale/women-sale/avenue-wallet-with-chain-/gold-quilted-metallic-nappa-wallet-with-crystal-bar-VARENNEWALLETCHAINRBA008937.html?cgid=sale-women,,"Regular Price
 $995",
./jimmy_choo/womens-sale.html,Hedera Sling Back 70 BISCUIT,HEDERASB70NAP120263,/en/sale/women-sale/hedera-sling-back-70/biscuit-nappa-leather-sling-back-pumps-HEDERASB70NAP120263.html?cgid=sale-women,,"Regular Price
 $925",
./jimmy_choo/womens-sale.html,Jess Flat SILVER,JESSFLATQUIAA0009,/en/sale/women-sale/jess-flat/silver-liquid-metal-leather-flat-sandals-JESSFLATQUIAA0009.html?cgid=sale-women,,"Regular Price
 $775",
./jimmy_choo/womens-sale.html,Azia Pump 95 BLACK,AZIAPUMP95PAT010003,/en/sale/women-sale/azia-pump-95/black-patent-leather-pumps-AZIAPUMP95PAT010003.html?cgid=sale-women,,"Regular Price
 $850",
./jimmy_choo/womens-sale.html,Bon Bon CASSIS,BONBONVKK051600,/en/sale/women-sale/bon-bon/cassis-velvet-handbag-with-metal-handle-BONBONVKK051600.html?cgid=sale-women,,"Regular Price
 $1,095",
./jimmy_choo/womens-sale.html,Heloise 120 ICE BLUE,HELOISE120NAP040209,/en/sale/women-sale/heloise-120/ice-blue-nappa-leather-platform-sandals-HELOISE120NAP040209.html?cgid=sale-women,,"Regular Price
 $975",
./jimmy_choo/womens-sale.html,Chike Shearling KHAKI BROWN/BARLEY,CHIKESHEARLINGVQQ027331,/en/sale/women-sale/chike-shearling/khaki-brown-velvet-suede-ankle-boots-with-shearling-trim-CHIKESHEARLINGVQQ027331.html?cgid=sale-women,,"Regular Price
 $1,395",
./jimmy_choo/womens-sale.html,JC Pearl Cuff GOLD/WHITE,JCPEARLCUFFDXQ0C9456,/en/sale/women-sale/jc-pearl-cuff/gold-finish-metal-cuff-bracelet-with-pearls--JCPEARLCUFFDXQ0C9456.html?cgid=sale-women,,"Regular Price
 $495",
./jimmy_choo/womens-sale.html,Paxy S100 LATTE,PAXYS758081054,/en/sale/women-sale/paxy/latte-cotton-baseball-cap-with-matte-glitter-jc-monogram-PAXYS758081054.html?cgid=sale-women,,"Regular Price
 $450",
./jimmy_choo/womens-sale.html,Agnes BLACK,AGNESOKID010003,/en/sale/women-sale/agnes/black-kid-leather-pointy-toe-pumps-AGNESOKID010003.html?cgid=sale-women,,"Regular Price
 $775",
./jimmy_choo/womens-sale.html,Bon Bon Bucket S ROSE/LIGHT GOLD,BONBONBUCKETSNJA112777,/en/sale/women-sale/bon-bon-bucket-s/rose-calf-leather-mini-bucket-bag-with-flowers-BONBONBUCKETSNJA112777.html?cgid=sale-women,,"Regular Price
 $1,795",
